id,name,parent,detail,group.category.id,group.category.name,group.family.id,group.family.name,group.chemical.id,group.chemical.name,isActive,order,level
10973,Surfactant/Detergent,//Products//Pesticides//Herbicide,,08,Pesticides,05,Herbicide,0805,Surfactant/Detergent,1,0,4
11112,Organic produtcs,//Products//Pesticides//Herbicide,,08,Pesticides,05,Herbicide,3008,Organic produtcs,1,0,4
11086,Anilide + chloroacetanilide,//Products//Pesticides//Herbicide,,08,Pesticides,05,Herbicide,0806,Anilide + chloroacetanilide,1,0,4
11087,Anilide + other,//Products//Pesticides//Herbicide,,08,Pesticides,05,Herbicide,0807,Anilide + other,1,0,4
11088,Anilide + Chlorophenoxy compound,//Products//Pesticides//Herbicide,,08,Pesticides,05,Herbicide,0808,Anilide + Chlorophenoxy compound,1,0,4
10974,Hormone,//Products//Pesticides//Plant Growth Regulator,,08,Pesticides,06,Plant Growth Regulator,0101,Hormone,1,0,4
10975,Vitamin and Mineral,//Products//Pesticides//Plant Growth Regulator,,08,Pesticides,06,Plant Growth Regulator,0201,Vitamin and Mineral,1,0,4
10976,Fertilizer,//Products//Pesticides//Plant Growth Regulator,,08,Pesticides,06,Plant Growth Regulator,0301,Fertilizer,1,0,4
10977,Ethylene generator,//Products//Pesticides//Plant Growth Regulator,,08,Pesticides,06,Plant Growth Regulator,0401,Ethylene generator,1,0,4
10978,Unknown,//Products//Pesticides//Plant Growth Regulator,,08,Pesticides,06,Plant Growth Regulator,0501,Unknown,1,0,4
10979,Other,//Products//Pesticides//Plant Growth Regulator,,08,Pesticides,06,Plant Growth Regulator,0502,Other,1,0,4
10980,Synergist,//Products//Pesticides//Synergist,,08,Pesticides,07,Synergist,0101,Synergist,1,0,4
10981,Unknown,//Products//Pesticides//Synergist,,08,Pesticides,07,Synergist,0201,Unknown,1,0,4
10982,Non/anionic detergent,//Products//Pesticides//Synergist,,08,Pesticides,07,Synergist,0202,Non/anionic detergent,1,0,4
10983,Warfarin,//Products//Pesticides//Rodenticide,,08,Pesticides,08,Rodenticide,0101,Warfarin,1,0,4
10984,Long-acting anticoagulant,//Products//Pesticides//Rodenticide,,08,Pesticides,08,Rodenticide,0201,Long-acting anticoagulant,1,0,4
10985,Unknown Anticoagulants,//Products//Pesticides//Rodenticide,,08,Pesticides,08,Rodenticide,0301,Unknown Anticoagulants,1,0,4
10986,Inorganic: Zn,//Products//Pesticides//Rodenticide,,08,Pesticides,08,Rodenticide,0401,Inorganic: Zn,1,0,4
10987,Others,//Products//Pesticides//Rodenticide,,08,Pesticides,08,Rodenticide,0501,Others,1,0,4
10988,Unknown,//Products//Pesticides//Rodenticide,,08,Pesticides,08,Rodenticide,0601,Unknown,1,0,4
11111,Carbamate,//Products//Pesticides//Rodenticide,,08,Pesticides,08,Rodenticide,3007,Warfarin,1,0,4
10989,Nematicide,//Products//Pesticides//Nematicide,,08,Pesticides,09,Nematicide,0101,Nematicide,1,0,4
10990,Unknown,//Products//Pesticides//Nematicide,,08,Pesticides,09,Nematicide,0201,Unknown,1,0,4
10991,Pyrethroid,//Products//Pesticides//Nematicide,,08,Pesticides,09,Nematicide,0202,Pyrethroid,1,0,4
10992,Strychnine,//Products//Pesticides//Poison Dogs,,08,Pesticides,10,Poison Dogs,0101,Strychnine,1,0,4
10993,Unknown,//Products//Pesticides//Poison Dogs,,08,Pesticides,10,Poison Dogs,0201,Unknown,1,0,4
10994,Other,//Products//Pesticides//Poison Dogs,,08,Pesticides,10,Poison Dogs,0202,Other,1,0,4
10995,Carbamate,//Products//Pesticides//Poison Dogs,,08,Pesticides,10,Poison Dogs,0203,Carbamate,1,0,4
10996,Carbamate (Diag by clinical),//Products//Pesticides//Poison Birds,,08,Pesticides,11,Poison Birds,0101,Carbamate (Diag by clinical),1,0,4
10997,Unknown,//Products//Pesticides//Poison Birds,,08,Pesticides,11,Poison Birds,0201,Unknown,1,0,4
10998,Aluminium phosphide,//Products//Pesticides//Fumigants,,08,Pesticides,12,Fumigants,0101,Aluminium phosphide,1,0,4
10999,Methyl bromide,//Products//Pesticides//Fumigants,,08,Pesticides,12,Fumigants,0201,Methyl bromide,1,0,4
11000,Others,//Products//Pesticides//Fumigants,,08,Pesticides,12,Fumigants,0301,Others,1,0,4
11001,Unknown,//Products//Pesticides//Fumigants,,08,Pesticides,12,Fumigants,0401,Unknown,1,0,4
11094,Phosphide,//Products//Pesticides//Fumigants,,08,Pesticides,12,Fumigants,0501,Phosphide,1,0,4
11002,Unknown,//Products//Pesticides//Unknown,,08,Pesticides,13,Unknown,0101,Unknown,1,0,4
11003,Others,//Products//Pesticides//Others,,08,Pesticides,14,Others,0101,Others,1,0,4
11004,Antibiotics,//Products//Pesticides//Others,,08,Pesticides,14,Others,0102,Antibiotics,1,0,4
11005,Sulfite,//Products//Pesticides//Acaricide,,08,Pesticides,15,Acaricide,0002,Sulfite,1,0,4
11006,Bridged diphenyl : Organochlorine,//Products//Pesticides//Acaricide,,08,Pesticides,15,Acaricide,0003,Bridged diphenyl : Organochlorine,1,0,4
11007,Other,//Products//Pesticides//Acaricide,,08,Pesticides,15,Acaricide,0004,Other,1,0,4
11008,Unknown,//Products//Pesticides//Acaricide,,08,Pesticides,15,Acaricide,0005,Unknown,1,0,4
11009,Amidine,//Products//Pesticides//Acaricide,,08,Pesticides,15,Acaricide,0006,Amidine,1,0,4
11010,Carbamate,//Products//Pesticides//Acaricide,,08,Pesticides,15,Acaricide,0007,Carbamate,1,0,4
11011,Dye,//Products//Pesticides//Algicide,,08,Pesticides,16,Algicide,0002,Dye,1,0,4
11012,Zinc,//Products//Pesticides//Algicide,,08,Pesticides,16,Algicide,0003,Zinc,1,0,4
11109,Unknown,//Products//Pesticides//Algicide,,08,Pesticides,16,Algicide,3005,Unknown,1,0,4
11013,Cyanide,//Products//Pesticides//Poison fish,,08,Pesticides,17,Poison fish,0002,Cyanide,1,0,4
11014,Unknown,//Products//Pesticides//Poison fish,,08,Pesticides,17,Poison fish,0003,Unknown,1,0,4
11015,Infectious Diseases,//Products//Disease / Signs-Symptoms / Health//Diseases,,09,Disease / Signs-Symptoms / Health,01,Diseases,0101,Infectious Diseases,1,0,4
11016,Metabolic Diseases,//Products//Disease / Signs-Symptoms / Health//Diseases,,09,Disease / Signs-Symptoms / Health,01,Diseases,0201,Metabolic Diseases,1,0,4
11017,Cancer,//Products//Disease / Signs-Symptoms / Health//Diseases,,09,Disease / Signs-Symptoms / Health,01,Diseases,0301,Cancer,1,0,4
11018,Others,//Products//Disease / Signs-Symptoms / Health//Diseases,,09,Disease / Signs-Symptoms / Health,01,Diseases,0401,Others,1,0,4
11019,Unknowns,//Products//Disease / Signs-Symptoms / Health//Diseases,,09,Disease / Signs-Symptoms / Health,01,Diseases,0501,Unknowns,1,0,4
11020,Health,//Products//Disease / Signs-Symptoms / Health//Health,,09,Disease / Signs-Symptoms / Health,02,Health,0101,Health,1,0,4
11021,Exercise,//Products//Disease / Signs-Symptoms / Health//Health,,09,Disease / Signs-Symptoms / Health,02,Health,0201,Exercise,1,0,4
11022,Others,//Products//Disease / Signs-Symptoms / Health//Health,,09,Disease / Signs-Symptoms / Health,02,Health,0301,Others,1,0,4
11023,Toxscreen,//Products//Lab Monitoring//Toxicology,,10,Lab Monitoring,01,Toxicology,0101,Toxscreen,1,0,4
11024,Amphetamine and abused agents,//Products//Lab Monitoring//Toxicology,,10,Lab Monitoring,01,Toxicology,0201,Amphetamine and abused agents,1,0,4
11025,Alcohols,//Products//Lab Monitoring//Toxicology,,10,Lab Monitoring,01,Toxicology,0301,Alcohols,1,0,4
11026,Therapeutic drugs monitoring,//Products//Lab Monitoring//Toxicology,,10,Lab Monitoring,01,Toxicology,0401,Therapeutic drugs monitoring,1,0,4
11027,Others,//Products//Lab Monitoring//Toxicology,,10,Lab Monitoring,01,Toxicology,0501,Others,1,0,4
11028,Organic Solvents,//Products//Database / Service//Database/Services,,11,Database / Service,01,Database/Services,0101,Organic Solvents,1,0,4
11029,Heavy Metals,//Products//Database / Service//Database/Services,,11,Database / Service,01,Database/Services,0201,Heavy Metals,1,0,4
11030,Other Occupational Substances,//Products//Database / Service//Database/Services,,11,Database / Service,01,Database/Services,0301,Other Occupational Substances,1,0,4
11031,Medicines,//Products//Database / Service//Database/Services,,11,Database / Service,01,Database/Services,0401,Medicines,1,0,4
11032,Pesticides,//Products//Database / Service//Database/Services,,11,Database / Service,01,Database/Services,0501,Pesticides,1,0,4
11033,Household Products,//Products//Database / Service//Database/Services,,11,Database / Service,01,Database/Services,0601,Household Products,1,0,4
11034,Others,//Products//Database / Service//Database/Services,,11,Database / Service,01,Database/Services,0701,Others,1,0,4
11035,Unknown,//Products//Database / Service//Database/Services,,11,Database / Service,01,Database/Services,0801,Unknown,1,0,4
11036,Vitamins,//Products//Health Food / Cosmetics//Heatlh Food,,12,Health Food / Cosmetics,01,Heatlh Food,0101,Vitamins,1,0,4
11037,Mineral,//Products//Health Food / Cosmetics//Heatlh Food,,12,Health Food / Cosmetics,01,Heatlh Food,0201,Mineral,1,0,4
11038,Collagen,//Products//Health Food / Cosmetics//Heatlh Food,,12,Health Food / Cosmetics,01,Heatlh Food,0202,Collagen,1,0,4
11039,Fruit Extracts,//Products//Health Food / Cosmetics//Heatlh Food,,12,Health Food / Cosmetics,01,Heatlh Food,0203,Fruit Extracts,1,0,4
11040,Amino  acid,//Products//Health Food / Cosmetics//Heatlh Food,,12,Health Food / Cosmetics,01,Heatlh Food,0204,Amino  acid,1,0,4
11041,Antioxidants,//Products//Health Food / Cosmetics//Heatlh Food,,12,Health Food / Cosmetics,01,Heatlh Food,0205,Antioxidants,1,0,4
11042,Others,//Products//Health Food / Cosmetics//Heatlh Food,,12,Health Food / Cosmetics,01,Heatlh Food,0206,Others,1,0,4
11043,Other,//Products//Health Food / Cosmetics//Cosmetics,,12,Health Food / Cosmetics,02,Cosmetics,0101,Other,1,0,4
11044,Hormone,//Products//Health Food / Cosmetics//Cosmetics,,12,Health Food / Cosmetics,02,Cosmetics,0102,Hormone,1,0,4
11045,Other,//Products//Health Food / Cosmetics//Other,,12,Health Food / Cosmetics,03,Other,0002,Other,1,0,4
11046,Fire hazard,//Products//Fire Hazard//Fire Hazard,,13,Fire Hazard,01,Fire Hazard,0101,Fire hazard,1,0,4
11047,Monosodium glutamate (MSG),//Products//Food Additives and Preservatives//Food Additives,,14,Food Additives and Preservatives,01,Food Additives,0101,Monosodium glutamate (MSG),1,0,4
11048,Others,//Products//Food Additives and Preservatives//Food Additives,,14,Food Additives and Preservatives,01,Food Additives,0102,Others,1,0,4
11049,Borax,//Products//Food Additives and Preservatives//Food Additives,,14,Food Additives and Preservatives,01,Food Additives,0103,Borax,1,0,4
11050,Unknown,//Products//Food Additives and Preservatives//Food Additives,,14,Food Additives and Preservatives,01,Food Additives,0104,Unknown,1,0,4
11051,Nitrates and Nitrites,//Products//Food Additives and Preservatives//Food Additives,,14,Food Additives and Preservatives,01,Food Additives,0105,Nitrates and Nitrites,1,0,4
11052,Nitrates,//Products//Food Additives and Preservatives//Food Preservatives,,14,Food Additives and Preservatives,02,Food Preservatives,0002,Nitrates,1,0,4
11053,Others,//Products//Food Additives and Preservatives//Food Preservatives,,14,Food Additives and Preservatives,02,Food Preservatives,0003,Others,1,0,4
11054,Unknown,//Products//Food Additives and Preservatives//Food Preservatives,,14,Food Additives and Preservatives,02,Food Preservatives,0004,Unknown,1,0,4
11055,Herbs,//Products//Herbal and Traditional Medicine//Herbal Medicine,,15,Herbal and Traditional Medicine,01,Herbal Medicine,0101,Herbs,1,0,4
11056,Herb extraction,//Products//Herbal and Traditional Medicine//Herbal Medicine,,15,Herbal and Traditional Medicine,01,Herbal Medicine,0102,Herb extraction,1,0,4
11057,Herb extraction with Ethanol,//Products//Herbal and Traditional Medicine//Herbal Medicine,,15,Herbal and Traditional Medicine,01,Herbal Medicine,0103,Herb extraction with Ethanol,1,0,4
11058,Unknown,//Products//Herbal and Traditional Medicine//Herbal Medicine,,15,Herbal and Traditional Medicine,01,Herbal Medicine,0104,Unknown,1,0,4
11059,Methylsalicylate,//Products//Herbal and Traditional Medicine//Herbal Medicine,,15,Herbal and Traditional Medicine,01,Herbal Medicine,0105,Methylsalicylate,1,0,4
11060,Others,//Products//Herbal and Traditional Medicine//Herbal Medicine,,15,Herbal and Traditional Medicine,01,Herbal Medicine,0106,Others,1,0,4
11061,Methylene blue,//Products//Herbal and Traditional Medicine//Traditional Medicine,,15,Herbal and Traditional Medicine,02,Traditional Medicine,0101,Methylene blue,1,0,4
11062,Nitrates,//Products//Herbal and Traditional Medicine//Traditional Medicine,,15,Herbal and Traditional Medicine,02,Traditional Medicine,0201,Nitrates,1,0,4
11063,Inorganic e.g. Copper sulfate,//Products//Herbal and Traditional Medicine//Traditional Medicine,,15,Herbal and Traditional Medicine,02,Traditional Medicine,0301,Inorganic e.g. Copper sulfate,1,0,4
11064,Heavy metals,//Products//Herbal and Traditional Medicine//Traditional Medicine,,15,Herbal and Traditional Medicine,02,Traditional Medicine,0401,Heavy metals,1,0,4
11065,"Essentail oils e.g. Camphor, Menthol, Eucalyptus",//Products//Herbal and Traditional Medicine//Traditional Medicine,,15,Herbal and Traditional Medicine,02,Traditional Medicine,0402,"Essentail oils e.g. Camphor, Menthol, Eucalyptus",1,0,4
11066,Others,//Products//Herbal and Traditional Medicine//Traditional Medicine,,15,Herbal and Traditional Medicine,02,Traditional Medicine,0403,Others,1,0,4
11067,Plant extraction,//Products//Herbal and Traditional Medicine//Traditional Medicine,,15,Herbal and Traditional Medicine,02,Traditional Medicine,0404,Plant extraction,1,0,4
11068,Salicylates,//Products//Herbal and Traditional Medicine//Traditional Medicine,,15,Herbal and Traditional Medicine,02,Traditional Medicine,0405,Salicylates,1,0,4
11069,Mustard Gas,//Products//Chemical Weapons//Chemical Weapon,,16,Chemical Weapons,01,Chemical Weapon,0101,Mustard Gas,1,0,4
11070,Cyanide,//Products//Chemical Weapons//Chemical Weapon,,16,Chemical Weapons,01,Chemical Weapon,0201,Cyanide,1,0,4
11071,Tear gas,//Products//Chemical Weapons//Chemical Weapon,,16,Chemical Weapons,01,Chemical Weapon,0202,Tear gas,1,0,4
11072,Heavy Metals,//Products//Chemical Weapons//Chemical Weapon,,16,Chemical Weapons,01,Chemical Weapon,0203,Heavy Metals,1,0,4
11073,Oxidizing agents,//Products//Chemical Weapons//Chemical Weapon,,16,Chemical Weapons,01,Chemical Weapon,0204,Oxidizing agents,1,0,4
11113,Other,//Products//Chemical Weapons//Chemical Weapon,,16,Chemical Weapons,01,Chemical Weapon,3009,Other,1,0,4
11105,OC spray/Oleoresin Capsicum/OC gas/Pepper spray,//Products//Chemical Weapons//Chemical Weapon,,16,Chemical Weapons,01,Chemical Weapon,0301,OC spray/Oleoresin Capsicum/OC gas/Pepper spray,1,0,4
11074,Methemoglobinemia,//Products//Methemoglobinemia//Methemoglobinemia,,17,Methemoglobinemia,01,Methemoglobinemia,0101,Methemoglobinemia,1,0,4
11075,Unknown Toxic Substance,//Products//Unknown Toxic Substance//Unknown Toxic Substance,,18,Unknown Toxic Substance,01,Unknown Toxic Substance,0101,Unknown Toxic Substance,1,0,4
11076,Nonpoisonous animal,//Products//Other Category//Others,,19,Other Category,01,Others,0101,Nonpoisonous animal,1,0,4
11077,Others Substances,//Products//Other Category//Others,,19,Other Category,01,Others,0201,Others Substances,1,0,4
11078,Nonvenomous snake,//Products//Other Category//Others,,19,Other Category,01,Others,0202,Nonvenomous snake,1,0,4
11079,Nonpoisonous plants/mushrooms,//Products//Other Category//Others,,19,Other Category,01,Others,0203,Nonpoisonous plants/mushrooms,1,0,4
11114,Other,//Products//Medical Drugs//Other Category//Anti-inflammatory Enzymes,,01,Medical Drugs,04,Neuro-Muscular System,3010,Anti-inflammatory Enzymes,0,0,5
11121,Antidepressant: SNRI,//Products//Medical Drugs//Other Category//Antidepressants: SSRI,,01,Medical Drugs,04,Neuro-Muscular System,3016,Antidepressants: SSRI,0,0,5
11081,Oral Antidiabetic Agents: Dipeptidyl peptidase inhibitor,//Products//Medical Drugs//Metabolism//Insulins,,01,Medical Drugs,10,Metabolism,0801,Oral Antidiabetic Agents: Dipeptidyl peptidase inhibitor,1,0,5
11090,Cyanide,//Products//Food Toxins and Contaminations//Aquatic envenomation: Echinoderms//Shellfish,,06,Food Toxins and Contaminations,02,Food poisoning,0303,Shellfish,0,0,5
11117,Acid Formulation,//Products//Household Products//Unplug drain//Alkali formulation,,07,Household Products,31,Unplug drain,3012,Alkali formulation,1,0,5
11092,Carbamate + Pyrethroid,//Products//Nonpoisonous plants/mushrooms,,08,Pesticides,01,Insecticide,1203,Organophosphate,0,0,3
11100,Silicone,//Products//Technical and Occupational Products//Carbamate + Pyrethroid,,02,Technical and Occupational Products,38,Cleaning agent for leather,0101,Silicone,1,0,4
11107,Slow Loris (ลิงลม/นางอาย),//Products//Poisonous and Venomous Animals//Silicone,,05,Poisonous and Venomous Animals,22,Venomous primate,0101,Slow Loris (ลิงลม/นางอาย),1,0,4
