id,name,parent,detail,group.category.id,group.category.name,group.family.id,group.family.name,group.chemical.id,group.chemical.name,isActive,order,level
10783,Detergent,//Products//Household Products//Aquatic envenomation: Echinoderms,,07,Household Products,08,Polishing/ Coating agent: floor,0401,Detergent,1,0,4
10784,Other,//Products//Household Products//Aquatic envenomation: Echinoderms,,07,Household Products,08,Polishing/ Coating agent: floor,0501,Other,1,0,4
10785,Unknown,//Products//Household Products//Aquatic envenomation: Echinoderms,,07,Household Products,08,Polishing/ Coating agent: floor,0601,Unknown,1,0,4
10786,Irritant: Hypochlorite,//Products//Household Products//Aquatic envenomation: Echinoderms,,07,Household Products,08,Polishing/ Coating agent: floor,0602,Irritant: Hypochlorite,1,0,4
10787,Phenol group: cresol,//Products//Household Products//Aquatic envenomation: Echinoderms,,07,Household Products,08,Polishing/ Coating agent: floor,0603,Phenol group: cresol,1,0,4
10788,Phenol group: cresol,//Products//Household Products//Aquatic envenomation: Echinoderms,,07,Household Products,08,Polishing/ Coating agent: floor,0604,Phenol group: cresol,1,0,4
10789,Phenol group: cresol,//Products//Household Products//Aquatic envenomation: Echinoderms,,07,Household Products,08,Polishing/ Coating agent: floor,0605,Phenol group: cresol,1,0,4
10790,Isopropyl alcohol,//Products//Household Products//Aquatic envenomation: Echinoderms,,07,Household Products,09,Cleaning agent for glass,0101,Isopropyl alcohol,1,0,4
10791,Alkali,//Products//Household Products//Aquatic envenomation: Echinoderms,,07,Household Products,09,Cleaning agent for glass,0102,Alkali,1,0,4
10792,Detergent,//Products//Household Products//Aquatic envenomation: Echinoderms,,07,Household Products,09,Cleaning agent for glass,0103,Detergent,1,0,4
10793,Unknown,//Products//Household Products//Aquatic envenomation: Echinoderms,,07,Household Products,09,Cleaning agent for glass,0104,Unknown,1,0,4
10794,Hydrocarbons,//Products//Household Products//Aquatic envenomation: Echinoderms,,07,Household Products,09,Cleaning agent for glass,0105,Hydrocarbons,1,0,4
10795,Other,//Products//Household Products//Aquatic envenomation: Echinoderms,,07,Household Products,09,Cleaning agent for glass,0106,Other,1,0,4
10796,Bleaching: hypochlorite,//Products//Household Products//Cleaning agent for laundry,,07,Household Products,10,Cleaning agent for laundry,0101,Bleaching: hypochlorite,1,0,4
10797,Detergent: Non/Anionic detergent,//Products//Household Products//Cleaning agent for laundry,,07,Household Products,10,Cleaning agent for laundry,0201,Detergent: Non/Anionic detergent,1,0,4
10798,Fabric softener,//Products//Household Products//Cleaning agent for laundry,,07,Household Products,10,Cleaning agent for laundry,0301,Fabric softener,1,0,4
10799,Fabric starch,//Products//Household Products//Cleaning agent for laundry,,07,Household Products,10,Cleaning agent for laundry,0401,Fabric starch,1,0,4
10800,Fabric stain remover,//Products//Household Products//Cleaning agent for laundry,,07,Household Products,10,Cleaning agent for laundry,0501,Fabric stain remover,1,0,4
10801,Other,//Products//Household Products//Cleaning agent for laundry,,07,Household Products,10,Cleaning agent for laundry,0601,Other,1,0,4
10802,Unknown,//Products//Household Products//Cleaning agent for laundry,,07,Household Products,10,Cleaning agent for laundry,0701,Unknown,1,0,4
10803,Fabric refresher: Cationic,//Products//Household Products//Cleaning agent for laundry,,07,Household Products,10,Cleaning agent for laundry,0702,Fabric refresher: Cationic,1,0,4
10804,Detergent: Others,//Products//Household Products//Cleaning agent for laundry,,07,Household Products,10,Cleaning agent for laundry,0703,Detergent: Others,1,0,4
10805,Bleaching: corrosive alkali,//Products//Household Products//Cleaning agent for laundry,,07,Household Products,10,Cleaning agent for laundry,0704,Bleaching: corrosive alkali,1,0,4
10806,Bleaching: detergent,//Products//Household Products//Cleaning agent for laundry,,07,Household Products,10,Cleaning agent for laundry,0705,Bleaching: detergent,1,0,4
10807,Bleaching: others,//Products//Household Products//Cleaning agent for laundry,,07,Household Products,10,Cleaning agent for laundry,0706,Bleaching: others,1,0,4
10808,Non/anionic detergent,//Products//Household Products//Cleaning agent for bottle or milk bottle,,07,Household Products,11,Cleaning agent for bottle or milk bottle,0101,Non/anionic detergent,1,0,4
10809,Cleaning agent for swimming pool,//Products//Household Products//Cleaning agent for swimming pool,,07,Household Products,12,Cleaning agent for swimming pool,0101,Cleaning agent for swimming pool,1,0,4
10810,Cleaning agent for tape recorder,//Products//Household Products//Cleaning agent for tape recorder,,07,Household Products,13,Cleaning agent for tape recorder,0101,Cleaning agent for tape recorder,1,0,4
10811,Acid formulation,//Products//Household Products//Cleaning agent for toilet,,07,Household Products,14,Cleaning agent for toilet,0101,Acid formulation,1,0,4
10812,Cationic & Non/anionic detergent,//Products//Household Products//Cleaning agent for toilet,,07,Household Products,14,Cleaning agent for toilet,0201,Cationic & Non/anionic detergent,1,0,4
10813,Non/anionic detergent,//Products//Household Products//Cleaning agent for toilet,,07,Household Products,14,Cleaning agent for toilet,0301,Non/anionic detergent,1,0,4
10814,Irritant e.g. hypochlorite,//Products//Household Products//Cleaning agent for toilet,,07,Household Products,14,Cleaning agent for toilet,0401,Irritant e.g. hypochlorite,1,0,4
10815,Other,//Products//Household Products//Cleaning agent for toilet,,07,Household Products,14,Cleaning agent for toilet,0501,Other,1,0,4
10816,Unknown,//Products//Household Products//Cleaning agent for toilet,,07,Household Products,14,Cleaning agent for toilet,0601,Unknown,1,0,4
10817,Alkali,//Products//Household Products//Cleaning agent for toilet,,07,Household Products,14,Cleaning agent for toilet,0602,Alkali,1,0,4
11123,Glycol ether,//Products//Household Products//Cleaning agent for toilet,,07,Household Products,14,Cleaning agent for toilet,3021,Glycol ether,1,0,4
11124,Aromatic alcohol (low toxic),//Products//Household Products//Cleaning agent for toilet,low toxic,07,Household Products,14,Cleaning agent for toilet,3022,Aromatic alcohol (low toxic),1,0,4
10818,Detergent,//Products//Household Products//Cleaning agent multipurpose cleaner,,07,Household Products,15,Cleaning agent multipurpose cleaner,0101,Detergent,1,0,4
10819,Others,//Products//Household Products//Cleaning agent multipurpose cleaner,,07,Household Products,15,Cleaning agent multipurpose cleaner,0201,Others,1,0,4
10820,Unknown,//Products//Household Products//Cleaning agent multipurpose cleaner,,07,Household Products,15,Cleaning agent multipurpose cleaner,0301,Unknown,1,0,4
10821,Cold pack content,//Products//Household Products//Cold pack content,,07,Household Products,16,Cold pack content,0101,Cold pack content,1,0,4
10822,Cationic detergent,//Products//Household Products//Antiseptic and Disinfectant for household purpose,,07,Household Products,17,Antiseptic and Disinfectant for household purpose,0101,Cationic detergent,1,0,4
10823,Aldehyde: Glutaraldehyde,//Products//Household Products//Antiseptic and Disinfectant for household purpose,,07,Household Products,17,Antiseptic and Disinfectant for household purpose,0201,Aldehyde: Glutaraldehyde,1,0,4
10824,Phenol,//Products//Household Products//Antiseptic and Disinfectant for household purpose,,07,Household Products,17,Antiseptic and Disinfectant for household purpose,0301,Phenol,1,0,4
10825,Alcohol,//Products//Household Products//Antiseptic and Disinfectant for household purpose,,07,Household Products,17,Antiseptic and Disinfectant for household purpose,0401,Alcohol,1,0,4
10826,Other,//Products//Household Products//Antiseptic and Disinfectant for household purpose,,07,Household Products,17,Antiseptic and Disinfectant for household purpose,0501,Other,1,0,4
10827,Unknown,//Products//Household Products//Antiseptic and Disinfectant for household purpose,,07,Household Products,17,Antiseptic and Disinfectant for household purpose,0601,Unknown,1,0,4
10828,Alkali,//Products//Household Products//Antiseptic and Disinfectant for household purpose,,07,Household Products,17,Antiseptic and Disinfectant for household purpose,0602,Alkali,1,0,4
10829,Wax,//Products//Household Products//Polishing agent: leather,,07,Household Products,18,Polishing agent: leather,0101,Wax,1,0,4
10830,Solvent,//Products//Household Products//Polishing agent: leather,,07,Household Products,18,Polishing agent: leather,0201,Solvent,1,0,4
10831,Other,//Products//Household Products//Polishing agent: leather,,07,Household Products,18,Polishing agent: leather,0301,Other,1,0,4
10832,Unknown,//Products//Household Products//Polishing agent: leather,,07,Household Products,18,Polishing agent: leather,0401,Unknown,1,0,4
10833,Moisture absorbent,//Products//Household Products//Moisture absorbent,,07,Household Products,19,Moisture absorbent,0101,Moisture absorbent,1,0,4
10834,Unknwon,//Products//Household Products//Moisture absorbent,,07,Household Products,19,Moisture absorbent,0102,Unknwon,1,0,4
10835,Acid formulation,//Products//Household Products//Polishing agent: silver,,07,Household Products,20,Polishing agent: silver,0101,Acid formulation,1,0,4
10836,Cyanide solution,//Products//Household Products//Polishing agent: silver,,07,Household Products,20,Polishing agent: silver,0201,Cyanide solution,1,0,4
10837,Detergent,//Products//Household Products//Polishing agent: silver,,07,Household Products,20,Polishing agent: silver,0301,Detergent,1,0,4
10838,Hydrocarbons,//Products//Household Products//Polishing agent: silver,,07,Household Products,20,Polishing agent: silver,0401,Hydrocarbons,1,0,4
10839,Other,//Products//Household Products//Polishing agent: silver,,07,Household Products,20,Polishing agent: silver,0501,Other,1,0,4
10840,Unknown,//Products//Household Products//Polishing agent: silver,,07,Household Products,20,Polishing agent: silver,0601,Unknown,1,0,4
10841,Alkali formulation,//Products//Household Products//Polishing agent: silver,,07,Household Products,20,Polishing agent: silver,0602,Alkali formulation,1,0,4
10842,Wax,//Products//Household Products//Polishing agent: multipurpose,,07,Household Products,21,Polishing agent: multipurpose,0101,Wax,1,0,4
10843,Hydrocarbon,//Products//Household Products//Polishing agent: multipurpose,,07,Household Products,21,Polishing agent: multipurpose,0201,Hydrocarbon,1,0,4
10844,Other,//Products//Household Products//Polishing agent: multipurpose,,07,Household Products,21,Polishing agent: multipurpose,0301,Other,1,0,4
10845,Unknown,//Products//Household Products//Polishing agent: multipurpose,,07,Household Products,21,Polishing agent: multipurpose,0401,Unknown,1,0,4
10846,Acid/Alkali,//Products//Household Products//Polishing agent: multipurpose,,07,Household Products,21,Polishing agent: multipurpose,0402,Acid/Alkali,1,0,4
10847,Detergent,//Products//Household Products//Polishing agent: multipurpose,,07,Household Products,21,Polishing agent: multipurpose,0403,Detergent,1,0,4
10848,Moth ball (Naphthalene),//Products//Household Products//Repellent/ Deodorant,,07,Household Products,22,Repellent/ Deodorant,0101,Moth ball (Naphthalene),1,0,4
10849,Paradichlorobenzene (PDCB),//Products//Household Products//Repellent/ Deodorant,,07,Household Products,22,Repellent/ Deodorant,0201,Paradichlorobenzene (PDCB),1,0,4
10850,Detergent,//Products//Household Products//Repellent/ Deodorant,,07,Household Products,22,Repellent/ Deodorant,0301,Detergent,1,0,4
10851,Others,//Products//Household Products//Repellent/ Deodorant,,07,Household Products,22,Repellent/ Deodorant,0401,Others,1,0,4
10852,Unknown,//Products//Household Products//Repellent/ Deodorant,,07,Household Products,22,Repellent/ Deodorant,0501,Unknown,1,0,4
10853,Essential oils: พิมเสน การบูร,//Products//Household Products//Repellent/ Deodorant,,07,Household Products,22,Repellent/ Deodorant,0502,Essential oils: พิมเสน การบูร,1,0,4
10854,Hydrocarbon,//Products//Household Products//Rust Preventive agent,,07,Household Products,23,Rust Preventive agent,0101,Hydrocarbon,1,0,4
10855,Phosphoric acid/ Hydrochloric acid,//Products//Household Products//Rust Remover,,07,Household Products,24,Rust Remover,0101,Phosphoric acid/ Hydrochloric acid,1,0,4
10856,Hydrofluoric acid,//Products//Household Products//Rust Remover,,07,Household Products,24,Rust Remover,0201,Hydrofluoric acid,1,0,4
10857,Hydrocarbon,//Products//Household Products//Rust Remover,,07,Household Products,24,Rust Remover,0301,Hydrocarbon,1,0,4
10858,Other,//Products//Household Products//Rust Remover,,07,Household Products,24,Rust Remover,0401,Other,1,0,4
10859,Unknown,//Products//Household Products//Rust Remover,,07,Household Products,24,Rust Remover,0501,Unknown,1,0,4
10860,Elemental Mercury,//Products//Household Products//Thermometer content,,07,Household Products,25,Thermometer content,0101,Elemental Mercury,1,0,4
11118,Unknown,//Products//Household Products//Thermometer content,,07,Household Products,25,Thermometer content,3013,Unknown,1,0,4
10861,Hair color,//Products//Household Products//Toilet article & cosmetic: hair care products,,07,Household Products,26,Toilet article & cosmetic: hair care products,0101,Hair color,1,0,4
10862,Hair neutralizer: Bromate,//Products//Household Products//Toilet article & cosmetic: hair care products,,07,Household Products,26,Toilet article & cosmetic: hair care products,0201,Hair neutralizer: Bromate,1,0,4
10863,Hair spray,//Products//Household Products//Toilet article & cosmetic: hair care products,,07,Household Products,26,Toilet article & cosmetic: hair care products,0301,Hair spray,1,0,4
10864,Hair tonic-แก้ผมร่วง,//Products//Household Products//Toilet article & cosmetic: hair care products,,07,Household Products,26,Toilet article & cosmetic: hair care products,0401,Hair tonic-แก้ผมร่วง,1,0,4
10865,Hair shampoo,//Products//Household Products//Toilet article & cosmetic: hair care products,,07,Household Products,26,Toilet article & cosmetic: hair care products,0501,Hair shampoo,1,0,4
10866,Hair waving: Alkali,//Products//Household Products//Toilet article & cosmetic: hair care products,,07,Household Products,26,Toilet article & cosmetic: hair care products,0601,Hair waving: Alkali,1,0,4
10867,Hair neutralizer: Other,//Products//Household Products//Toilet article & cosmetic: hair care products,,07,Household Products,26,Toilet article & cosmetic: hair care products,0701,Hair neutralizer: Other,1,0,4
10868,Hair waving: Unknown,//Products//Household Products//Toilet article & cosmetic: hair care products,,07,Household Products,26,Toilet article & cosmetic: hair care products,0801,Hair waving: Unknown,1,0,4
10869,Hair waving: H2O2,//Products//Household Products//Toilet article & cosmetic: hair care products,,07,Household Products,26,Toilet article & cosmetic: hair care products,0802,Hair waving: H2O2,1,0,4
10870,Hair rebonding: Alkali,//Products//Household Products//Toilet article & cosmetic: hair care products,,07,Household Products,26,Toilet article & cosmetic: hair care products,0803,Hair rebonding: Alkali,1,0,4
10871,Hair rebonding: H2O2,//Products//Household Products//Toilet article & cosmetic: hair care products,,07,Household Products,26,Toilet article & cosmetic: hair care products,0804,Hair rebonding: H2O2,1,0,4
10872,Hair neutralizer: Unknown,//Products//Household Products//Toilet article & cosmetic: hair care products,,07,Household Products,26,Toilet article & cosmetic: hair care products,0805,Hair neutralizer: Unknown,1,0,4
10873,Hair rebonding: Sulfite,//Products//Household Products//Toilet article & cosmetic: hair care products,,07,Household Products,26,Toilet article & cosmetic: hair care products,0806,Hair rebonding: Sulfite,1,0,4
10874,Hair rebonding: Unknown,//Products//Household Products//Toilet article & cosmetic: hair care products,,07,Household Products,26,Toilet article & cosmetic: hair care products,0807,Hair rebonding: Unknown,1,0,4
10875,Hair waving: Sulfite,//Products//Household Products//Toilet article & cosmetic: hair care products,,07,Household Products,26,Toilet article & cosmetic: hair care products,0808,Hair waving: Sulfite,1,0,4
10876,Hair waving: Unknown,//Products//Household Products//Toilet article & cosmetic: hair care products,,07,Household Products,26,Toilet article & cosmetic: hair care products,0809,Hair waving: Unknown,1,0,4
10877,Hair creams and gels,//Products//Household Products//Toilet article & cosmetic: hair care products,,07,Household Products,26,Toilet article & cosmetic: hair care products,0810,Hair creams and gels,1,0,4
10878,Depilatory cream and lotion,//Products//Household Products//Toilet article & cosmetic: hair care products,,07,Household Products,26,Toilet article & cosmetic: hair care products,0811,Depilatory cream and lotion,1,0,4
10879,Hair growth regulator,//Products//Household Products//Toilet article & cosmetic: hair care products,,07,Household Products,26,Toilet article & cosmetic: hair care products,0812,Hair growth regulator,1,0,4
10880,Hair conditioner,//Products//Household Products//Toilet article & cosmetic: hair care products,,07,Household Products,26,Toilet article & cosmetic: hair care products,0813,Hair conditioner,1,0,4
10881,Others,//Products//Household Products//Toilet article & cosmetic: mouth care,,07,Household Products,27,Toilet article & cosmetic: mouth care,0101,Others,1,0,4
10882,"Phenol group: chloroxylenol, thymol",//Products//Household Products//Toilet article & cosmetic: mouth care,,07,Household Products,27,Toilet article & cosmetic: mouth care,0102,"Phenol group: chloroxylenol, thymol",1,0,4
10883,Alcohols,//Products//Household Products//Toilet article & cosmetic: mouth care,,07,Household Products,27,Toilet article & cosmetic: mouth care,0103,Alcohols,1,0,4
10884,Nail Color,//Products//Household Products//Toilet article & cosmetic: nail,,07,Household Products,28,Toilet article & cosmetic: nail,0101,Nail Color,1,0,4
10885,Color remover,//Products//Household Products//Toilet article & cosmetic: nail,,07,Household Products,28,Toilet article & cosmetic: nail,0201,Color remover,1,0,4
10886,Artificial nail products,//Products//Household Products//Toilet article & cosmetic: nail,,07,Household Products,28,Toilet article & cosmetic: nail,0301,Artificial nail products,1,0,4
10887,Other,//Products//Household Products//Toilet article & cosmetic: nail,,07,Household Products,28,Toilet article & cosmetic: nail,0401,Other,1,0,4
10888,Unknown,//Products//Household Products//Toilet article & cosmetic: nail,,07,Household Products,28,Toilet article & cosmetic: nail,0501,Unknown,1,0,4
10889,Nail Coating,//Products//Household Products//Toilet article & cosmetic: nail,,07,Household Products,28,Toilet article & cosmetic: nail,0502,Nail Coating,1,0,4
10890,Deodorant/Antiperspiration,//Products//Household Products//Toilet article & cosmetic: body,,07,Household Products,29,Toilet article & cosmetic: body,0101,Deodorant/Antiperspiration,1,0,4
10891,Feminine hygiene,//Products//Household Products//Toilet article & cosmetic: body,,07,Household Products,29,Toilet article & cosmetic: body,0201,Feminine hygiene,1,0,4
10892,Soap: detergent,//Products//Household Products//Toilet article & cosmetic: body,,07,Household Products,29,Toilet article & cosmetic: body,0301,Soap: detergent,1,0,4
10893,Body lotion,//Products//Household Products//Toilet article & cosmetic: body,,07,Household Products,29,Toilet article & cosmetic: body,0401,Body lotion,1,0,4
10894,"Perfume, colognes, body spray",//Products//Household Products//Toilet article & cosmetic: body,,07,Household Products,29,Toilet article & cosmetic: body,0501,"Perfume, colognes, body spray",1,0,4
10895,Other,//Products//Household Products//Toilet article & cosmetic: body,,07,Household Products,29,Toilet article & cosmetic: body,0601,Other,1,0,4
10896,Unknown,//Products//Household Products//Toilet article & cosmetic: body,,07,Household Products,29,Toilet article & cosmetic: body,0701,Unknown,1,0,4
10897,Soap: antiseptics,//Products//Household Products//Toilet article & cosmetic: body,,07,Household Products,29,Toilet article & cosmetic: body,0702,Soap: antiseptics,1,0,4
10898,Sunscreen,//Products//Household Products//Toilet article & cosmetic: body,,07,Household Products,29,Toilet article & cosmetic: body,0703,Sunscreen,1,0,4
10899,Toy & Other accessories,//Products//Household Products//Toy & sport accessories,,07,Household Products,30,Toy & sport accessories,0101,Toy & Other accessories,1,0,4
10900,Alkali formulation,//Products//Household Products//Unplug drain,,07,Household Products,31,Unplug drain,0101,Alkali formulation,1,0,4
10901,"Microorganism, Enzyme",//Products//Household Products//Unplug drain,,07,Household Products,31,Unplug drain,0201,"Microorganism, Enzyme",1,0,4
10902,Other,//Products//Household Products//Unplug drain,,07,Household Products,31,Unplug drain,0301,Other,1,0,4
10903,Unknown,//Products//Household Products//Unplug drain,,07,Household Products,31,Unplug drain,0401,Unknown,1,0,4
10904,Hypochlorite,//Products//Household Products//Unplug drain,,07,Household Products,31,Unplug drain,0402,Hypochlorite,1,0,4
10905,Color,//Products//Household Products//Stationary: ink and color,,07,Household Products,32,Stationary: ink and color,0101,Color,1,0,4
10906,Ink,//Products//Household Products//Stationary: ink and color,,07,Household Products,32,Stationary: ink and color,0201,Ink,1,0,4
10907,Others,//Products//Household Products//Stationary: ink and color,,07,Household Products,32,Stationary: ink and color,0301,Others,1,0,4
10908,Miscelleneous,//Products//Household Products//Miscelleneous,,07,Household Products,33,Miscelleneous,0101,Miscelleneous,1,0,4
10909,Unknown,//Products//Household Products//Unknown,,07,Household Products,34,Unknown,0101,Unknown,1,0,4
10910,Others,//Products//Household Products//Nontoxic substances,,07,Household Products,35,Nontoxic substances,0101,Others,1,0,4
10911,Facial soap/foam,//Products//Household Products//Toilet article & cosmetic: face and neck,,07,Household Products,36,Toilet article & cosmetic: face and neck,0002,Facial soap/foam,1,0,4
10912,Facial toner,//Products//Household Products//Toilet article & cosmetic: face and neck,,07,Household Products,36,Toilet article & cosmetic: face and neck,0003,Facial toner,1,0,4
10913,Facial lotion/cream,//Products//Household Products//Toilet article & cosmetic: face and neck,,07,Household Products,36,Toilet article & cosmetic: face and neck,0004,Facial lotion/cream,1,0,4
10914,Other: shave cream,//Products//Household Products//Toilet article & cosmetic: face and neck,,07,Household Products,36,Toilet article & cosmetic: face and neck,0005,Other: shave cream,1,0,4
11080,Eye products,//Products//Household Products//Toilet article & cosmetic: face and neck,,07,Household Products,36,Toilet article & cosmetic: face and neck,0736,Eye products,1,0,4
10915,Others,//Products//Household Products//Stationary: Others,,07,Household Products,37,Stationary: Others,0002,Others,1,0,4
10916,Fragrance,//Products//Household Products//Toilet article & cosmetic: Perfume and Cologne,,07,Household Products,38,Toilet article & cosmetic: Perfume and Cologne,0002,Fragrance,1,0,4
10917,Ethanol,//Products//Household Products//Toilet article & cosmetic: Perfume and Cologne,,07,Household Products,38,Toilet article & cosmetic: Perfume and Cologne,0003,Ethanol,1,0,4
10918,Non/anionic detergent,//Products//Household Products//Cleaning agent for kitchen,,07,Household Products,39,Cleaning agent for kitchen,0002,Non/anionic detergent,1,0,4
10919,Corrosive alkali,//Products//Household Products//Cleaning agent for kitchen,,07,Household Products,39,Cleaning agent for kitchen,0003,Corrosive alkali,1,0,4
11122,Other,//Products//Household Products//Cleaning agent for kitchen,,07,Household Products,39,Cleaning agent for kitchen,3020,Non/anionic detergent,1,0,4
10920,Dry cell,//Products//Household Products//Battery,,07,Household Products,40,Battery,0002,Dry cell,1,0,4
10921,Button battery,//Products//Household Products//Battery,,07,Household Products,40,Battery,0003,Button battery,1,0,4
10922,Essential oil,//Products//Household Products//Aromatherapy,,07,Household Products,41,Aromatherapy,0002,Essential oil,1,0,4
10923,Perfume and Fragrance,//Products//Household Products//Aromatherapy,,07,Household Products,41,Aromatherapy,0003,Perfume and Fragrance,1,0,4
10924,Salicylates,//Products//Household Products//Aromatherapy,,07,Household Products,41,Aromatherapy,0004,Salicylates,1,0,4
10925,Hot pack content,//Products//Household Products//Hot pack content,,07,Household Products,42,Hot pack content,0002,Hot pack content,1,0,4
10926,Organophosphate,//Products//Pesticides//Insecticide,,08,Pesticides,01,Insecticide,0101,Organophosphate,1,0,4
10927,Carbamate,//Products//Pesticides//Insecticide,,08,Pesticides,01,Insecticide,0201,Carbamate,1,0,4
10928,Pyrethroid,//Products//Pesticides//Insecticide,,08,Pesticides,01,Insecticide,0301,Pyrethroid,1,0,4
10929,Combined,//Products//Pesticides//Insecticide,,08,Pesticides,01,Insecticide,0401,Combined,1,0,4
10930,Organochlorine,//Products//Pesticides//Insecticide,,08,Pesticides,01,Insecticide,0501,Organochlorine,1,0,4
10931,Avermectin,//Products//Pesticides//Insecticide,,08,Pesticides,01,Insecticide,0601,Avermectin,1,0,4
10932,Unknown,//Products//Pesticides//Insecticide,,08,Pesticides,01,Insecticide,0701,Unknown,1,0,4
10933,Repellent,//Products//Pesticides//Insecticide,,08,Pesticides,01,Insecticide,0801,Repellent,1,0,4
10934,OP/CB (Dx by clinical manifestation),//Products//Pesticides//Insecticide,,08,Pesticides,01,Insecticide,0901,OP/CB (Dx by clinical manifestation),1,0,4
10935,OP (Dx by clinical manifestation),//Products//Pesticides//Insecticide,,08,Pesticides,01,Insecticide,1001,OP (Dx by clinical manifestation),1,0,4
10936,CB (Dx by clinical manifestation),//Products//Pesticides//Insecticide,,08,Pesticides,01,Insecticide,1101,CB (Dx by clinical manifestation),1,0,4
10937,Other,//Products//Pesticides//Insecticide,,08,Pesticides,01,Insecticide,1201,Other,1,0,4
10938,Synergist,//Products//Pesticides//Insecticide,,08,Pesticides,01,Insecticide,1202,Synergist,1,0,4
11093,Carbamate + Pyrethroid,//Products//Pesticides//Insecticide,,08,Pesticides,01,Insecticide,1204,Carbamate + Pyrethroid,1,0,4
11095,Organophosphate + Pyrethroid,//Products//Pesticides//Insecticide,,08,Pesticides,01,Insecticide,1205,Organophosphate + Pyrethroid,1,0,4
10939,Arsenic,//Products//Pesticides//Miticide,,08,Pesticides,02,Miticide,0101,Arsenic,1,0,4
10940,Pyrethroid,//Products//Pesticides//Miticide,,08,Pesticides,02,Miticide,0201,Pyrethroid,1,0,4
10941,Organochlorine,//Products//Pesticides//Miticide,,08,Pesticides,02,Miticide,0301,Organochlorine,1,0,4
10942,Combined,//Products//Pesticides//Miticide,,08,Pesticides,02,Miticide,0401,Combined,1,0,4
10943,Unknown,//Products//Pesticides//Miticide,,08,Pesticides,02,Miticide,0501,Unknown,1,0,4
10944,Organophosphate,//Products//Pesticides//Miticide,,08,Pesticides,02,Miticide,0601,Organophosphate,1,0,4
10945,Carbamate,//Products//Pesticides//Miticide,,08,Pesticides,02,Miticide,0701,Carbamate,1,0,4
10946,Other,//Products//Pesticides//Miticide,,08,Pesticides,02,Miticide,0702,Other,1,0,4
10947,Organochlorine,//Products//Pesticides//Mollussicide,,08,Pesticides,03,Mollussicide,0101,Organochlorine,1,0,4
10948,Metaldehyde,//Products//Pesticides//Mollussicide,,08,Pesticides,03,Mollussicide,0201,Metaldehyde,1,0,4
10949,Unknown,//Products//Pesticides//Mollussicide,,08,Pesticides,03,Mollussicide,0301,Unknown,1,0,4
10950,Niclosamide,//Products//Pesticides//Mollussicide,,08,Pesticides,03,Mollussicide,0401,Niclosamide,1,0,4
10951,Organophosphate,//Products//Pesticides//Mollussicide,,08,Pesticides,03,Mollussicide,0402,Organophosphate,1,0,4
10952,Other,//Products//Pesticides//Mollussicide,,08,Pesticides,03,Mollussicide,0403,Other,1,0,4
10953,Biochemical,//Products//Pesticides//Mollussicide,,08,Pesticides,03,Mollussicide,0404,Biochemical,1,0,4
11102,abamectin,//Products//Pesticides//Mollussicide,,08,Pesticides,03,Mollussicide,0405,abamectin,1,0,4
10954,Antibiotic,//Products//Pesticides//Fungicide,,08,Pesticides,04,Fungicide,0101,Antibiotic,1,0,4
10955,Inorganic,//Products//Pesticides//Fungicide,,08,Pesticides,04,Fungicide,0201,Inorganic,1,0,4
10956,Dithiocarbamate,//Products//Pesticides//Fungicide,,08,Pesticides,04,Fungicide,0301,Dithiocarbamate,1,0,4
10957,Phthalimide,//Products//Pesticides//Fungicide,,08,Pesticides,04,Fungicide,0401,Phthalimide,1,0,4
10958,Organophosphate,//Products//Pesticides//Fungicide,,08,Pesticides,04,Fungicide,0501,Organophosphate,1,0,4
10959,Others,//Products//Pesticides//Fungicide,,08,Pesticides,04,Fungicide,0601,Others,1,0,4
10960,Unknown,//Products//Pesticides//Fungicide,,08,Pesticides,04,Fungicide,0701,Unknown,1,0,4
10961,Amidine,//Products//Pesticides//Fungicide,,08,Pesticides,04,Fungicide,0702,Amidine,1,0,4
10962,Bipyridyl,//Products//Pesticides//Herbicide,,08,Pesticides,05,Herbicide,0101,Bipyridyl,1,0,4
10963,Glycine,//Products//Pesticides//Herbicide,,08,Pesticides,05,Herbicide,0201,Glycine,1,0,4
10964,Chlorophenoxy,//Products//Pesticides//Herbicide,,08,Pesticides,05,Herbicide,0301,Chlorophenoxy,1,0,4
10965,Chloroacetanilide,//Products//Pesticides//Herbicide,,08,Pesticides,05,Herbicide,0401,Chloroacetanilide,1,0,4
10966,Anilide,//Products//Pesticides//Herbicide,,08,Pesticides,05,Herbicide,0501,Anilide,1,0,4
10967,"Others (Fenoxaprop,etc)",//Products//Pesticides//Herbicide,,08,Pesticides,05,Herbicide,0601,"Others (Fenoxaprop,etc)",1,0,4
10968,Combines( เช่น Anilide + Chlorophenoxy),//Products//Pesticides//Herbicide,,08,Pesticides,05,Herbicide,0701,Combines( เช่น Anilide + Chlorophenoxy),1,0,4
10969,Unknown,//Products//Pesticides//Herbicide,,08,Pesticides,05,Herbicide,0801,Unknown,1,0,4
10970,Phosphinic acid,//Products//Pesticides//Herbicide,,08,Pesticides,05,Herbicide,0802,Phosphinic acid,1,0,4
10971,other (sulfonylurea),//Products//Pesticides//Herbicide,,08,Pesticides,05,Herbicide,0803,other (sulfonylurea),1,0,4
10972,Triazine,//Products//Pesticides//Herbicide,,08,Pesticides,05,Herbicide,0804,Triazine,1,0,4
